Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
1587,01.POSO.00.5271.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR GUBERNUR NTB,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Pejanggik No 12, Kota Mataram NTB 83122",-8.582404,116.110141,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1588,01.POSO.00.5271.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SMK N 1 PRINGGABAYA,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Raya Mataram-labuhan Lombok No.KM 3, pringgabaya Utara, Kec. Pringgabaya, Kabupaten lombok Timur, NTB",-8.533458,116.636652,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1589,01.POSO.00.5271.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PRIME PARK HOTEL,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Udayana No 16, Monkok Barat, Kec. Selaparang Kota Mataram NTB 83114",-8.576279,116.10249,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1590,01.POSO.00.5271.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 MATARAM,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Yos Sudarso No 2, Pejeruk Kec. Ampenan Kota Mataram NTB 83114",-8.576585,116.081172,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1591,01.POSO.00.5204.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SUMBAWA,POSO,Nusa Tenggara Barat,KAB. SUMBAWA,"Jl Setiabudi no 18, Sumbawa NTB",-8.499201,117.426695,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1592,01.POSO.00.5204.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SUMBAWA,POSO,Nusa Tenggara Barat,KAB. SUMBAWA,"Jl Setiabudi no 18, Sumbawa NTB",-8.499201,117.426695,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1593,01.POSO.00.5202.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU MANDALIKA,POSO,Nusa Tenggara Barat,KAB. LOMBOK TENGAH,"Halte Bus Kawasan Bazar ITDC Mandalika, Lombok Tengah, Nusa Tenggara Barat",-8.890885,116.283352,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1594,01.POSO.00.5202.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU MANDALIKA,POSO,Nusa Tenggara Barat,KAB. LOMBOK TENGAH,"Halte Bus Kawasan Bazar ITDC Mandalika, Lombok Tengah, Nusa Tenggara Barat",-8.890885,116.283352,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1595,01.POSO.00.5206.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BIMA KOTA,POSO,Nusa Tenggara Barat,KAB. BIMA,"Bima, Monggonao, Kec. Mpunda, Kab. Bima, Nusa Tenggara Barat. 84116",-8.459336,118.741104,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1596,01.POSO.00.5206.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BIMA,POSO,Nusa Tenggara Barat,KAB. BIMA,"Bima, Monggonao, Kec. Mpunda, Kab. Bima, Nusa Tenggara Barat. 84116",-8.459336,118.741104,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1597,01.POSO.00.5206.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP WOHA,POSO,Nusa Tenggara Barat,KAB. BIMA,"Jalan Lintas Tente, Talabiu, Kecamatan Woha Kabupaten Bima NTB 84171",-8.560317,118.697123,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1598,01.POSO.00.5205.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP DOMPU,POSO,Nusa Tenggara Barat,KAB. DOMPU,"Jl. Soekarno-Hatta No.17, Bada Kecamatan Dompu, Kabupaten Dompu, Nusa Tenggara Barat 84211",-8.538227,118.462891,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1599,01.POSO.00.5203.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SELONG,POSO,Nusa Tenggara Barat,KAB. LOMBOK TIMUR,"Jl. TGH. Zainudin Abdul Majid, Pancor, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Barat. 83611",-8.647892,116.532399,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1600,01.POSO.00.5208.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TANJUNG,POSO,Nusa Tenggara Barat,KAB. LOMBOK UTARA,"Jl. Raya Tanjung, KM.01, Desa Sokong, Kec. Tanjung, Kab. Lombok Utara, NTB, 83352",-8.358153,116.149927,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1601,01.POSO.00.5207.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TALIWANG,POSO,Nusa Tenggara Barat,KAB. SUMBAWA BARAT,"Jl. Sutan Sahrir No. 5, Bugis, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84455",-8.74429,116.838645,9/9/2024 18:06,9/24/2024 11:29,Tidak,,,
1602,01.POSO.00.5204.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP ALAS,POSO,Nusa Tenggara Barat,KAB. SUMBAWA,"Jl Raya Alas, Dalam, Kec. Alas, Kabupaten Sumbawa, Nusa Tenggara Bar. 84353",-8.513799,116.993558,9/9/2024 18:06,9/24/2024 11:29,Tidak,,,
1603,01.POSO.00.5204.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP EMPANG,POSO,Nusa Tenggara Barat,KAB. SUMBAWA,"Jl Merdeka No 101, Empang Bawah, Kec Sumbawa, Sumbawa Besar, NTB",-8.758785,117.998286,9/9/2024 18:06,9/24/2024 11:29,Tidak,,,
1604,01.POSO.00.8271.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 TERNATE,POSO,Maluku Utara,KOTA TERNATE,"Kompleks Pohon Pala, Kota Baru, Kota Ternate",0.78198,127.38574,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1605,01.POSO.00.8106.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KAIRATU,POSO,Maluku,KAB. SERAM BAGIAN BARAT,"Kairatu, Kabupaten Seram Bagian Barat, Maluku",-3.37299,128.37796,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1606,01.POSO.00.8171.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 AMBON,POSO,Maluku,KOTA AMBON,"Jl. Kapten Piere Tendean, Halong - Ambon",-3.66368,128.20349,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1607,01.POSO.00.8101.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 MASOHI,POSO,Maluku,KAB. MALUKU TENGAH,"Jl. Abd Soulissa, Kota Masohi, Kabupaten Maluku Tengah, Maluku",-3.30705,128.94676,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1608,01.POSO.00.8171.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN Kantor Pelayanan Laha,POSO,Maluku,KOTA AMBON,"Jl. M. Putuhena, Tawiri - Teluk Ambon, Ambon - Maluku",-3.68582,128.11665,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1609,01.POSO.00.8271.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PANDARA KANANGA,POSO,Maluku Utara,KOTA TERNATE,"Jl. Sultan M. Djabir Sjah, Kota Ternate, Maluku Utara",0.79699,127.38905,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1610,01.POSO.00.8272.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SOASIU TIDORE,POSO,Maluku Utara,KOTA TIDORE KEPULAUAN,"Jl Sultan Nuku, Tomagoba, Tidore, Kota Tidore Kepulauan, Maluku Utara",0.67807,127.45632,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1611,01.POSO.00.8171.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Mall ACC,POSO,Maluku,KOTA AMBON,"Jl Raya Passo, Kec. Baguala, Kota Ambon, Maluku",-3.63208,128.24957,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1612,01.POSO.00.8106.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PIRU,POSO,Maluku,KAB. SERAM BAGIAN BARAT,"Jl. Trans Seram, Piru, Kec. Seram Barat, Kabupaten Seram Bagian Barat, Maluku",-3.07701,128.20507,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1613,01.POSO.00.8203.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TOBELO,POSO,Maluku Utara,KAB. HALMAHERA UTARA,"Tobelo - Podiwang, Wosia, Kec. Tobelo Tengah, Kabupaten Halmahera Utara, Maluku Utara",1.71102,128.01161,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1614,01.POSO.00.8272.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SOFIFI,POSO,Maluku Utara,KOTA TIDORE KEPULAUAN,"Jl. Hijra, Galala, Oba Utara, Kota Tidore Kepulauan, Maluku Utara",0.7474,127.57764,9/9/2024 18:10,9/24/2024 11:29,Ya,,,
1615,01.POSO.00.5108.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SERIRIT,POSO,Bali,KAB. BULELENG,"Jl. Sudirman No.91-119, Seririt, Kec. Seririt, Kabupaten Buleleng, Bali 81153",-8.1926245,114.9410737,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1616,01.POSO.00.5108.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SERIRIT,POSO,Bali,KAB. BULELENG,"Jl. Sudirman No.91-119, Seririt, Kec. Seririt, Kabupaten Buleleng, Bali 81153",-8.1926245,114.9410737,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1617,01.POSO.00.5171.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DITLANTAS POLDA BALI,POSO,Bali,KOTA DENPASAR,"Jl. WR Supratman No.6, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80236",-8.6494182,115.2223396,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1618,01.POSO.00.5171.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DITLANTAS POLDA BALI,POSO,Bali,KOTA DENPASAR,"Jl. WR Supratman No.6, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80236",-8.6494182,115.2223396,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1619,01.POSO.00.5171.012,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DITLANTAS POLDA BALI,POSO,Bali,KOTA DENPASAR,"Jl. WR Supratman No.6, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80236",-8.6494182,115.2223396,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1620,01.POSO.00.5171.013,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DITLANTAS POLDA BALI,POSO,Bali,KOTA DENPASAR,"Jl. WR Supratman No.6, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80236",-8.6494182,115.2223396,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1621,01.POSO.00.5103.029,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU YONIF RAIDER 900,POSO,Bali,KAB. BADUNG,"Jl Raya Kuta, Tuban, Kabupaten Badung, Bali 80361",-8.73882,115.177816,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1622,01.POSO.00.5103.030,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU YONIF RAIDER 900,POSO,Bali,KAB. BADUNG,"Jl Raya Kuta, Tuban, Kabupaten Badung, Bali 80361",-8.73882,115.177816,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1623,01.POSO.00.5103.031,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU YONIF RAIDER 900,POSO,Bali,KAB. BADUNG,"Jl Raya Kuta, Tuban, Kabupaten Badung, Bali 80361",-8.73882,115.177816,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1624,01.POSO.00.5103.032,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PEPITO MARKET CANGGU,POSO,Bali,KAB. BADUNG,"Jl. Pantai Batu Bolong 420-250, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351",-8.643036,115.142271,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1625,01.POSO.00.5171.014,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU BRI RENON,POSO,Bali,KOTA DENPASAR,"Jl. Dr. Kusuma Atmaja No.1, Denpasar Selatan, Kota Denpasar, Bali 84211",-8.672194,115.232157,9/10/2024 10:25,9/24/2024 11:33,Ya,,,
1626,01.POSO.00.1602.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,Rest Area KM 277 Terpeka,POSO,Sumatera Selatan,KAB. OGAN KOMERING ILIR,Rest Area Km. 277  Jalan Tol  Bakauhuni - Kayu Agung,-3.746844,105.053266,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1627,01.POSO.00.1771.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TELUK SEGARA,POSO,Bengkulu,KOTA BENGKULU,Jl. Prof Dr. Hazairin No. 8 Teluk Segara Bengkulu,-3.791566,102.249916,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1628,01.POSO.00.1671.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP AMPERA,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",-3.009263,104.776416,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1629,01.POSO.00.1671.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UIP SBS,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",-2.950837,104.784853,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1630,01.POSO.00.1671.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN KIT SBS,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Demang Lebar Daun No.375, Palembang, Sumatera Selatan",-2.963139,104.736813,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1631,01.POSO.00.1671.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR DINAS ESDM,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Angkatan 45 No.2440, Palembang, Sumatera Selatan",-2.975248,104.743624,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1632,01.POSO.00.1671.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR GUBERNUR SUMSEL,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Kapten A. Rivai No.3, Palembang, Sumatera Selatan",-2.976494,104.750501,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1633,01.POSO.00.1671.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU BANDARA SMB II PALEMBANG,POSO,Sumatera Selatan,KOTA PALEMBANG,"Jl. Bandara Sultan Mahmud Badaruddin II, Talang Betutu, Kec. Sukarami, Kota Palembang",-2.894585,104.704701,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1634,01.POSO.00.1603.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MUARA ENIM,POSO,Sumatera Selatan,KAB. MUARA ENIM,"Jl. Sultan Mahmud Badaruddin II, Kelurahan Air Lintang, Kec. Muara Enim, Kabupaten Muara Enim, Sumatera Selatan 31314",-3.660456,103.773166,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1635,01.POSO.00.1603.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MUARA ENIM,POSO,Sumatera Selatan,KAB. MUARA ENIM,"Jl. Sultan Mahmud Badaruddin II, Kelurahan Air Lintang, Kec. Muara Enim, Kabupaten Muara Enim, Sumatera Selatan 31314",-3.660456,103.773166,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1636,01.POSO.00.1602.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 306 PALEMBANG,POSO,Sumatera Selatan,KAB. OGAN KOMERING ILIR,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,-3.511333,104.94201,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1637,01.POSO.00.1602.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 306 PALEMBANG,POSO,Sumatera Selatan,KAB. OGAN KOMERING ILIR,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,-3.511333,104.94201,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1638,01.POSO.00.1602.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 311 PALEMBANG,POSO,Sumatera Selatan,KAB. OGAN KOMERING ILIR,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,-3.474862,104.924047,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1639,01.POSO.00.1602.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 311 PALEMBANG,POSO,Sumatera Selatan,KAB. OGAN KOMERING ILIR,Ruas Tol Terbangi Besar - Pematang Panggang  - Kayu Agung,-3.474862,104.924047,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1640,01.POSO.00.1571.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU RUMAH BUMN JAMBI,POSO,Jambi,KOTA JAMBI,Jl. Sukarno Hatta No.35-36 Paal Merah Pasir Putih Jambi Selatan Jambi,-1.624668,103.63183,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1641,01.POSO.00.1610.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA 56A TOL Palembang - Prabumulih,POSO,Sumatera Selatan,KAB. OGAN ILIR,"Ruas TOL Palembang - Prabumulih, Kabupaten Ogan Ilir, Sumatera Selatan",-3.415981,104.916998,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1642,01.POSO.00.1610.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA 56A TOL Palembang - Prabumulih,POSO,Sumatera Selatan,KAB. OGAN ILIR,"Ruas TOL Palembang - Prabumulih, Kabupaten Ogan Ilir, Sumatera Selatan",-3.415981,104.916998,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1643,01.POSO.00.1610.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA 56B TOL Palembang - Prabumulih,POSO,Sumatera Selatan,KAB. OGAN ILIR,"Ruas TOL Palembang - Prabumulih, Kabupaten Ogan Ilir, Sumatera Selatan",-3.415981,104.916998,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1644,01.POSO.00.1610.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA 56B TOL Palembang - Prabumulih,POSO,Sumatera Selatan,KAB. OGAN ILIR,"Ruas TOL Palembang - Prabumulih, Kabupaten Ogan Ilir, Sumatera Selatan",-3.415981,104.916998,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1645,01.POSO.00.1508.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 MUARA BUNGO,POSO,Jambi,KAB. BUNGO,"Jalan Sultan Thaha No. 771  Bungo Barat, Kec. Ps. Muara Bungo, Kabupaten Bungo, Jambi",-1.486105,102.118216,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1646,01.POSO.00.1505.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SEBERANG KOTA,POSO,Jambi,KAB. MUARO JAMBI,"Komplek Perkantoran Kabupaten Muaro Jambi, Bukit Balin g, Sekernan, Kab. Muaro Jambi , Jambi 36381",-1.451492,103.51868,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1647,01.POSO.00.1612.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PENDOPO,POSO,Sumatera Selatan,KAB. PENUKAL ABAB LEMATANG ILIR,"Jalan Merdeka Talang Ubi Selatan Pendopo, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31212",-3.28557,103.835352,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1648,01.POSO.00.1704.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BINTUHAN,POSO,Bengkulu,KAB. KAUR,"Jalan Padang Genteng, Kaur Selatan, Kab. Kaur, Bengkulu 38963",-4.793266,103.353994,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1649,01.POSO.00.1502.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BANGKO,POSO,Jambi,KAB. MERANGIN,"Jalan Kesehatan, Pematang Kandis Kec. Bangko Kab.Merangin Jambi",-2.060086,102.276048,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1650,01.POSO.00.1610.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA  KM 360 KERAMASAN,POSO,Sumatera Selatan,KAB. OGAN ILIR,"Rest Area Km. 360 Ruas Tol Terpeka, Pemulutan Ilir, Pemulutan, Ogan Ilir Regency, South Sumatra 30653",-3.090394,104.801784,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1651,01.POSO.00.1604.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN GH LAHAT,POSO,Sumatera Selatan,KAB. LAHAT,"Jalan Kol. H.Burlian  Kel.Bandar Jaya Kec.Lahat Kabupaten Lahat, Sumatera Selatan 31412",-3.777803,103.552595,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1652,01.POSO.00.1571.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TELANAI PURA,POSO,Jambi,KOTA JAMBI,"Jalan Kol. Amir Hamza Lrg. Selamat, Telanaipura, Jambi, Provinsi Jambi 36124",-1.616427,103.589516,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1653,01.POSO.00.1671.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KENTEN,POSO,Sumatera Selatan,KOTA PALEMBANG,"Palembang, Suka Maju, Kec. Sako, Kota Palembang, Sumatera Selatan 30961",-2.923917,104.775875,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1654,01.POSO.00.1606.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SEKAYU,POSO,Sumatera Selatan,KAB. MUSI BANYUASIN,"Jl. Kopral Hanafiah, Serasan Jaya, Kec. Sekayu, Kabupaten Musi Banyuasin, Sumatera Selatan 30711",-2.887281,103.837274,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1655,01.POSO.00.1503.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SAROLANGUN,POSO,Jambi,KAB. SAROLANGUN,"Jl. Abdul Manaf No.60, Ps. Sarolangun, Kec. Sarolangun, Kabupaten Sarolangun, Jambi",-2.304492,102.715957,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
1656,01.POSO.00.3273.025,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BANDUNG UTARA,POSO,Jawa Barat,KOTA BANDUNG,"Jl. Sukaasih No.2, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat","-68,790,905","1,075,972,058",9/13/2024 10:55,10/1/2024 10:01,Ya,,,
1657,01.POSO.00.3273.026,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BANDUNG UTARA,POSO,Jawa Barat,KOTA BANDUNG,"Jl. Sukaasih No.2, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat","-68,790,905","1,075,972,058",9/13/2024 10:55,10/1/2024 10:01,Ya,,,
